Page,File,Image Time,Image Count,Text Time,Characters,Caption Time,Caption Count,Image Save Time,Save Count,Text save time,Characters
49,389.pdf,2.6316149160265923e-05,0,0.003203669097274542,5663,2.8581125661730766e-05,0,7.031485438346863e-07,0,6.132316775619984e-05,5663
50,389.pdf,2.6532914489507675e-05,0,0.0031725468579679728,5632,2.7492176741361618e-05,0,7.951166480779648e-07,0,5.750101990997791e-05,5632
51,389.pdf,2.6416964828968048e-05,0,0.0031438679434359074,5704,2.773897722363472e-05,0,7.208436727523804e-07,0,5.863793194293976e-05,5704
52,389.pdf,2.6717083528637886e-05,0,0.0011073870118707418,1814,1.4037126675248146e-05,0,7.420312613248825e-07,0,5.272706039249897e-05,1814
0,390.pdf,0.00017715292051434517,3,0.002203581156209111,342,1.0019168257713318e-05,0,0.23747675400227308,3,6.835791282355785e-05,342
1,390.pdf,4.629394970834255e-05,0,0.0025376540143042803,781,1.777196303009987e-05,0,7.399357855319977e-07,0,4.8451824113726616e-05,781
2,390.pdf,2.7102185413241386e-05,0,0.0007299690041691065,1262,1.6137026250362396e-05,0,7.050111889839172e-07,0,4.85710334032774e-05,1262
3,390.pdf,2.6426976546645164e-05,0,0.0009229171555489302,1820,5.7873083278536797e-05,0,6.810296326875687e-07,0,5.1649054512381554e-05,1820
4,390.pdf,2.663186751306057e-05,0,0.00033674086444079876,515,9.519048035144806e-06,0,6.819609552621841e-07,0,4.3890904635190964e-05,515
5,390.pdf,9.718607179820538e-05,1,0.0029498289804905653,1865,1.615099608898163e-05,1,0.26426792214624584,1,9.379093535244465e-05,1865
6,390.pdf,6.64230901747942e-05,0,0.002639469923451543,2513,2.750009298324585e-05,0,8.100178092718124e-07,0,5.9467973187565804e-05,2513
7,390.pdf,2.8277048841118813e-05,0,0.0019092699512839317,4038,2.2934982553124428e-05,0,6.798654794692993e-07,0,5.757599137723446e-05,4038
8,390.pdf,2.676481381058693e-05,0,0.001590814907103777,3451,2.211611717939377e-05,0,7.380731403827667e-07,0,5.56320883333683e-05,3451
9,390.pdf,0.00010158889926970005,1,0.0009215900208801031,1510,1.3554934412240982e-05,2,0.010151930851861835,1,4.5487890020012856e-05,1510
10,390.pdf,7.638777606189251e-05,1,0.002329990966245532,2696,1.8279068171977997e-05,1,0.020340665010735393,1,5.4963864386081696e-05,2696
11,390.pdf,7.921806536614895e-05,1,0.0009654720779508352,1907,1.580989919602871e-05,1,0.01002202508971095,1,5.2765943109989166e-05,1907
12,390.pdf,3.1261006370186806e-05,0,0.0019666608422994614,4054,0.00019413093104958534,0,8.589122444391251e-07,0,5.888892337679863e-05,4054
13,390.pdf,2.9418151825666428e-05,0,0.001928312936797738,4108,0.000206309137865901,0,8.139759302139282e-07,0,5.587795749306679e-05,4108
14,390.pdf,2.730218693614006e-05,0,0.0011944530997425318,2319,0.00012210593558847904,0,8.139759302139282e-07,0,5.2076997235417366e-05,2319
15,390.pdf,2.6946887373924255e-05,0,0.0014123970177024603,2891,0.0001435901504009962,0,8.281785994768143e-07,0,4.775007255375385e-05,2891
16,390.pdf,2.6999041438102722e-05,0,0.0013545358087867498,2720,0.00015181698836386204,0,7.010530680418015e-07,0,5.374383181333542e-05,2720
17,390.pdf,0.00012560002505779266,2,0.00029570492915809155,336,9.085983037948608e-06,2,0.010342020075768232,2,6.622495129704475e-05,336
18,390.pdf,7.799896411597729e-05,1,0.0011749020777642727,2443,1.796707510948181e-05,1,0.0057700760662555695,1,6.757793016731739e-05,2443
19,390.pdf,3.148708492517471e-05,0,0.0008480539545416832,1397,8.215615525841713e-05,0,8.440110832452774e-07,0,4.7825975343585014e-05,1397
20,390.pdf,0.00011853803880512714,2,0.0007029988337308168,1276,1.4568911865353584e-05,2,0.01423797500319779,2,6.491481326520443e-05,1276
21,390.pdf,3.9831968024373055e-05,0,0.0015876449178904295,2990,0.00015305588021874428,0,7.809139788150787e-07,0,5.067000165581703e-05,2990
22,390.pdf,2.8016045689582825e-05,0,0.0008363428059965372,1324,7.432792335748672e-05,0,7.781200110912323e-07,0,5.16730360686779e-05,1324
23,390.pdf,2.6865163818001747e-05,0,0.002014764817431569,4339,0.00019478704780340195,0,8.76840204000473e-07,0,5.573011003434658e-05,4339
24,390.pdf,2.7123838663101196e-05,0,0.001690391916781664,3600,0.0002009570598602295,0,7.60890543460846e-07,0,5.3727999329566956e-05,3600
25,390.pdf,9.678304195404053e-05,1,0.0014747809618711472,3061,1.7706071957945824e-05,1,0.00489029404707253,1,6.392295472323895e-05,3061
26,390.pdf,9.151315316557884e-05,1,0.0012186539825052023,2494,1.5765894204378128e-05,1,0.38344531203620136,1,0.0001045519020408392,2494
27,390.pdf,6.127683445811272e-05,0,0.0021533030085265636,4338,2.856086939573288e-05,0,7.529743015766144e-07,0,6.112991832196712e-05,4338
28,390.pdf,2.7967849746346474e-05,0,0.001997794955968857,4233,2.3121945559978485e-05,0,7.420312613248825e-07,0,5.8336881920695305e-05,4233
29,390.pdf,2.7486123144626617e-05,0,0.001993397017940879,4205,2.099713310599327e-05,0,7.289927452802658e-07,0,5.662580952048302e-05,4205
30,390.pdf,2.760905772447586e-05,0,0.0026419779751449823,4656,2.35110055655241e-05,0,8.370261639356613e-07,0,5.623186007142067e-05,4656
31,390.pdf,3.5332050174474716e-05,0,0.0030555289704352617,5442,2.828589640557766e-05,0,6.961636245250702e-07,0,6.110896356403828e-05,5442
32,390.pdf,2.6561086997389793e-05,0,0.0029912409372627735,5280,2.763606607913971e-05,0,8.379574865102768e-07,0,5.9199053794145584e-05,5280
33,390.pdf,2.6227207854390144e-05,0,0.0026018840726464987,4593,2.5528017431497574e-05,0,7.41099938750267e-07,0,5.8138975873589516e-05,4593
0,391.pdf,0.0001817720476537943,3,0.0022540120407938957,366,1.0196119546890259e-05,0,0.053186136996373534,3,6.121909245848656e-05,366
1,391.pdf,4.9114925786852837e-05,0,0.0025137029588222504,774,1.698802225291729e-05,0,7.101334631443024e-07,0,5.4901931434869766e-05,774
2,391.pdf,3.0673108994960785e-05,0,0.002026970963925123,1531,1.7523998394608498e-05,0,7.2503462433815e-07,0,5.478202365338802e-05,1531
3,391.pdf,2.656620927155018e-05,0,0.0009683358948677778,1714,5.3470954298973083e-05,0,7.669441401958466e-07,0,4.6428991481661797e-05,1714
4,391.pdf,2.622092142701149e-05,0,0.0003681469243019819,505,8.522998541593552e-06,0,7.129274308681488e-07,0,4.421989433467388e-05,505
5,391.pdf,2.658204175531864e-05,0,0.00422677886672318,3614,2.915901131927967e-05,0,7.26897269487381e-07,0,5.634501576423645e-05,3614
6,391.pdf,2.6800204068422318e-05,0,0.002380549907684326,3864,2.0008068531751633e-05,0,8.16071406006813e-07,0,5.5728014558553696e-05,3864
7,391.pdf,0.00013713911175727844,2,0.00031967577524483204,232,8.280156180262566e-06,2,0.506954814074561,2,9.757513180375099e-05,232
8,391.pdf,0.0001488639973104,1,0.0014393581077456474,1919,2.8860056772828102e-05,1,0.048728616908192635,1,7.794704288244247e-05,1919
9,391.pdf,0.00011813896708190441,1,0.0032784210052341223,1964,7.563689723610878e-05,0,0.005006135907024145,1,5.643884651362896e-05,1964
10,391.pdf,2.874690108001232e-05,0,0.00200101500377059,3516,0.00010585598647594452,0,8.030328899621964e-07,0,5.698599852621555e-05,3516
11,391.pdf,8.199107833206654e-05,1,0.001145478105172515,1768,2.013007178902626e-05,2,0.009632725035771728,1,4.923413507640362e-05,1768
12,391.pdf,8.148001506924629e-05,1,0.001220467034727335,2085,8.48621129989624e-05,0,0.05316872103139758,1,5.88749535381794e-05,2085
13,391.pdf,8.405488915741444e-05,1,0.0011584421154111624,2034,0.0001078310888260603,1,0.010107047855854034,1,5.0612958148121834e-05,2034
14,391.pdf,7.947604171931744e-05,1,0.0010932569857686758,2011,0.00010030600242316723,0,0.11868849396705627,1,9.16910357773304e-05,2011
15,391.pdf,6.072409451007843e-05,0,0.0019893960561603308,2818,9.175599552690983e-05,1,7.9302117228508e-07,0,5.3249066695570946e-05,2818
16,391.pdf,0.0001046301331371069,1,0.0014943070709705353,2437,2.2619031369686127e-05,1,0.005225003929808736,1,7.278402335941792e-05,2437
17,391.pdf,0.00010977894999086857,1,0.0011909299064427614,1254,5.21601177752018e-05,0,0.23794572614133358,1,9.617186151444912e-05,1254
18,391.pdf,0.00014703907072544098,1,0.0013036068994551897,1864,8.129212073981762e-05,0,0.00535982009023428,1,6.113806739449501e-05,1864
19,391.pdf,2.801092341542244e-05,0,0.0018430331256240606,3107,8.113891817629337e-05,0,8.030328899621964e-07,0,5.592196248471737e-05,3107
20,391.pdf,7.669092155992985e-05,1,0.0011482900008559227,1945,8.220598101615906e-05,1,0.005341371055692434,1,4.936312325298786e-05,1945
21,391.pdf,7.713097147643566e-05,1,0.0018690649885684252,2059,1.9077211618423462e-05,1,0.004116533091291785,1,6.2235863879323e-05,2059
22,391.pdf,7.997197099030018e-05,1,0.0010383769404143095,1698,6.798515096306801e-05,0,0.005002524936571717,1,4.8549147322773933e-05,1698
23,391.pdf,7.791002281010151e-05,1,0.0010489390697330236,1731,6.98799267411232e-05,0,0.004897122969850898,1,4.795915447175503e-05,1731
24,391.pdf,2.7206027880311012e-05,0,0.0018268239218741655,3096,8.974620141088963e-05,0,7.958151400089264e-07,0,5.4758042097091675e-05,3096
25,391.pdf,7.638800889253616e-05,1,0.0015926631167531013,2578,1.608184538781643e-05,1,0.019388963002711535,1,6.240489892661572e-05,2578
26,391.pdf,3.845221363008022e-05,0,0.0018790531903505325,2863,3.668200224637985e-05,0,7.909256964921951e-07,0,5.399319343268871e-05,2863
27,391.pdf,3.6828918382525444e-05,0,0.0024762279354035854,4204,2.3385975509881973e-05,0,7.958151400089264e-07,0,5.7620927691459656e-05,4204
28,391.pdf,2.6755966246128082e-05,0,0.0024787927977740765,4209,2.3055123165249825e-05,0,6.509944796562195e-07,0,5.769403651356697e-05,4209
29,391.pdf,2.661207690834999e-05,0,0.0029931291937828064,5244,2.364395186305046e-05,0,6.649643182754517e-07,0,5.684420466423035e-05,5244
30,391.pdf,2.7112895622849464e-05,0,0.0025446268264204264,4638,2.460298128426075e-05,0,7.099006325006485e-07,0,5.6646065786480904e-05,4638
